sgd_inr,usd_inr,xau_inr,Target,Daily_Range,Volatility,MA_25,MA_75,MA_Ratio,Change,Price_Lag1,Change_Lag1,Price_Lag2,Change_Lag2
55.34,73.375,134780.0,0,0.0,0.0,55.87,54.97636,1.016254986688824,-0.0009387637203928101,55.392,0.002098559953686907,55.276,0.0015038138894425401
55.12,73.538,133464.0,0,0.0,0.0,55.85816,54.978426666666664,1.0160014279540435,-0.003975424647632897,55.34,-0.0009387637203928101,55.392,0.002098559953686907
55.087,73.48,134148.0,0,0.0,0.0,55.83728,54.98145333333334,1.0155657338025985,-0.0005986937590709562,55.12,-0.003975424647632897,55.34,-0.0009387637203928101
54.989,73.3,135063.0,0,0.0,0.0,55.809,54.983653333333336,1.0150107644114346,-0.0017790041207546015,55.087,-0.0005986937590709562,55.12,-0.003975424647632897
54.904,73.335,136855.0,1,0.0,0.0,55.76912,54.984586666666665,1.0142682409906874,-0.001545763698194036,54.989,-0.0017790041207546015,55.087,-0.0005986937590709562
54.929,73.055,136544.0,0,0.0,0.0,55.7224,54.987746666666666,1.0133603098484245,0.0004553402302200915,54.904,-0.001545763698194036,54.989,-0.0017790041207546015
54.855,73.22,136821.0,0,0.0,0.0,55.67008,54.99102666666667,1.0123484389089419,-0.0013471936499845905,54.929,0.0004553402302200915,54.904,-0.001545763698194036
54.837,73.015,137046.0,0,0.0,0.0,55.62444000000001,54.99485333333334,1.0114481015678074,-0.00032813781788343377,54.855,-0.0013471936499845905,54.929,0.0004553402302200915
54.655,72.827,136959.0,1,0.0,0.0,55.57704,54.99629333333334,1.0105597419656402,-0.003318927001841887,54.837,-0.00032813781788343377,54.855,-0.0013471936499845905
54.829,72.835,136854.0,1,0.0,0.0,55.52128,54.99802666666667,1.0095140383218597,0.0031836062574330803,54.655,-0.003318927001841887,54.837,-0.00032813781788343377
54.886,72.795,138191.0,0,0.0,0.0,55.44844,54.99744,1.0082003816904932,0.0010395958343212275,54.829,0.0031836062574330803,54.655,-0.003318927001841887
54.875,72.725,137909.0,1,0.0,0.0,55.37396,54.99768,1.0068417431426198,-0.00020041540647897094,54.886,0.0010395958343212275,54.829,0.0031836062574330803
54.897,72.71,137860.0,0,0.0,0.0,55.3102,54.99822666666667,1.005672425316986,0.0004009111617311323,54.875,-0.00020041540647897094,54.886,0.0010395958343212275
54.72,72.41,137790.0,1,0.0,0.0,55.240680000000005,54.99785333333333,1.004415202629727,-0.0032242199027269214,54.897,0.0004009111617311323,54.875,-0.00020041540647897094
54.862,72.518,138344.0,1,0.0,0.0,55.18019999999999,54.997600000000006,1.003320144879049,0.002595029239766067,54.72,-0.0032242199027269214,54.897,0.0004009111617311323
55.076,72.865,138426.0,1,0.0,0.0,55.134319999999995,55.00030666666667,1.002436592474757,0.0039006962925156596,54.862,0.002595029239766067,54.72,-0.0032242199027269214
55.152,72.96,139186.0,0,0.0,0.0,55.09252000000001,55.00509333333333,1.0015894285668578,0.0013799113951631359,55.076,0.0039006962925156596,54.862,0.002595029239766067
55.0,73.045,136589.0,1,0.0,0.0,55.05888,55.008893333333326,1.0009087015505616,-0.0027560197272991083,55.152,0.0013799113951631359,55.076,0.0039006962925156596
55.001,72.87,137780.0,0,0.0,0.0,55.03283999999999,55.01201333333333,1.0003785839747488,1.8181818181695064e-05,55.0,-0.0027560197272991083,55.152,0.0013799113951631359
54.991,72.811,138192.0,1,0.0,0.0,55.012280000000004,55.014559999999996,0.99995855642579,-0.00018181487609314484,55.001,1.8181818181695064e-05,55.0,-0.0027560197272991083
55.102,72.955,138064.0,1,0.0,0.0,55.00896000000001,55.018413333333335,0.9998281787357979,0.002018512120165017,54.991,-0.00018181487609314484,55.001,1.8181818181695064e-05
55.104,72.985,137798.0,1,0.0,0.0,55.002880000000005,55.021906666666666,0.9996541983399098,3.6296323182583023e-05,55.102,0.002018512120165017,54.991,-0.00018181487609314484
55.193,73.08,138689.0,1,0.0,0.0,55.002880000000005,55.02626666666667,0.9995749908528533,0.0016151277584204315,55.104,3.6296323182583023e-05,55.102,0.002018512120165017
55.23,73.245,137478.0,0,0.0,0.0,55.001039999999996,55.022733333333335,0.9996057387189052,0.0006703748663778875,55.193,0.0016151277584204315,55.104,3.6296323182583023e-05
55.159,73.185,136547.0,1,0.0,0.0,54.991719999999994,55.021226666666664,0.9994637221222742,-0.001285533224696711,55.23,0.0006703748663778875,55.193,0.0016151277584204315
55.258,73.36,136316.0,0,0.0,0.0,54.98844,55.024,0.999353736551323,0.0017948113635128937,55.159,-0.001285533224696711,55.23,0.0006703748663778875
54.822,73.275,132711.0,1,0.0,0.0,54.97652,55.025373333333334,0.9991121671626398,-0.00789026023381234,55.258,0.0017948113635128937,55.159,-0.001285533224696711
55.225,74.186,131440.0,0,0.0,0.0,54.982040000000005,55.03663999999999,0.9990079336238552,0.007351063441684014,54.822,-0.00789026023381234,55.258,0.0017948113635128937
55.027,74.12,130667.0,1,0.0,0.0,54.983560000000004,55.04342666666666,0.9989123739147056,-0.00358533272974193,55.225,0.007351063441684014,54.822,-0.00789026023381234
55.222,74.14,132153.0,1,0.0,0.0,54.996280000000006,55.05554666666667,0.9989235114306376,0.003543714903592843,55.027,-0.00358533272974193,55.225,0.007351063441684014
55.252,74.34,132186.0,0,0.0,0.0,55.0092,55.07046666666667,0.9988874859725176,0.000543261743507939,55.222,0.003543714903592843,55.027,-0.00358533272974193
55.061,74.15,131837.0,1,0.0,0.0,55.01743999999999,55.083400000000005,0.9988025430528977,-0.003456888438427619,55.252,0.000543261743507939,55.222,0.003543714903592843
55.222,74.19,131661.0,1,0.0,0.0,55.03283999999999,55.09625333333334,0.9988490445448316,0.0029240297125006087,55.061,-0.003456888438427619,55.252,0.000543261743507939
55.273,74.22,132145.0,1,0.0,0.0,55.05756,55.112786666666665,0.9989979336918547,0.0009235449639637405,55.222,0.0029240297125006087,55.061,-0.003456888438427619
55.289,74.275,132044.0,0,0.0,0.0,55.07596,55.1316,0.9989907784283424,0.0002894722558934859,55.273,0.0009235449639637405,55.222,0.0029240297125006087
55.21,74.3,130802.0,1,0.0,0.0,55.08892000000001,55.14908,0.9989091386474627,-0.001428855649405869,55.289,0.0002894722558934859,55.273,0.0009235449639637405
55.262,74.365,131594.0,1,0.0,0.0,55.104400000000005,55.164159999999995,0.9989166879365154,0.0009418583589928531,55.21,-0.001428855649405869,55.289,0.0002894722558934859
55.271,74.565,132418.0,1,0.0,0.0,55.11936,55.179866666666676,0.9989034647902978,0.00016286055517356068,55.262,0.0009418583589928531,55.21,-0.001428855649405869
55.301,74.518,133122.0,0,0.0,0.0,55.142599999999995,55.197880000000005,0.9989985122617027,0.0005427801197734894,55.271,0.00016286055517356068,55.262,0.0009418583589928531
55.208,74.317,133096.0,1,0.0,0.0,55.15644,55.21432000000001,0.9989517212201472,-0.0016817055749445142,55.301,0.0005427801197734894,55.271,0.00016286055517356068
55.353,74.591,133984.0,1,0.0,0.0,55.16752,55.233093333333336,0.9988127890477255,0.002626430952036074,55.208,-0.0016817055749445142,55.301,0.0005427801197734894
55.425,74.8,134853.0,0,0.0,0.0,55.17844,55.25329333333334,0.9986452692895289,0.0013007425071811518,55.353,0.002626430952036074,55.208,-0.0016817055749445142
55.241,74.74,134683.0,0,0.0,0.0,55.18808,55.27189333333333,0.9984836174721233,-0.0033198015336038944,55.425,0.0013007425071811518,55.353,0.002626430952036074
55.105,74.487,134638.0,1,0.0,0.0,55.19224,55.2872,0.9982824234180787,-0.002461939501457344,55.241,-0.0033198015336038944,55.425,0.0013007425071811518
55.122,74.545,134563.0,0,0.0,0.0,55.197480000000006,55.302760000000006,0.9980962975446434,0.0003085019508211051,55.105,-0.002461939501457344,55.241,-0.0033198015336038944
55.028,74.6,134811.0,0,0.0,0.0,55.19451999999999,55.31021333333334,0.9979082826414697,-0.0017053082253909446,55.122,0.0003085019508211051,55.105,-0.002461939501457344
54.997,74.47,136030.0,1,0.0,0.0,55.19024,55.318533333333335,0.9976808254738014,-0.0005633495674929323,55.028,-0.0017053082253909446,55.122,0.0003085019508211051
55.011,74.55,136311.0,0,0.0,0.0,55.182959999999994,55.325039999999994,0.9974319042516734,0.0002545593396003909,54.997,-0.0005633495674929323,55.028,-0.0017053082253909446
54.962,74.61,135126.0,0,0.0,0.0,55.17224,55.33117333333333,0.9971275987159017,-0.0008907309447201417,55.011,0.0002545593396003909,54.997,-0.0005633495674929323
54.892,74.858,135652.0,0,0.0,0.0,55.16156,55.33486666666666,0.996868038596521,-0.0012736072195335124,54.962,-0.0008907309447201417,55.011,0.0002545593396003909
54.581,74.535,134876.0,1,0.0,0.0,55.13448,55.33097333333334,0.9964487642003044,-0.005665670771697107,54.892,-0.0012736072195335124,54.962,-0.0008907309447201417
54.613,74.495,134264.0,1,0.0,0.0,55.12612,55.320266666666676,0.9964904965509926,0.0005862846045325831,54.581,-0.005665670771697107,54.892,-0.0012736072195335124
54.739,74.455,134478.0,0,0.0,0.0,55.10668,55.308666666666674,0.9963480105589236,0.0023071429879333305,54.613,0.0005862846045325831,54.581,-0.005665670771697107
54.704,74.427,134054.0,1,0.0,0.0,55.093759999999996,55.295440000000006,0.9963526829698794,-0.0006393978698916447,54.739,0.0023071429879333305,54.613,0.0005862846045325831
54.707,74.34,133555.0,1,0.0,0.0,55.07316,55.27952,0.9962669719273974,5.4840596665606256e-05,54.704,-0.0006393978698916447,54.739,0.0023071429879333305
54.742,74.504,133994.0,1,0.0,0.0,55.05276,55.261453333333336,0.9962235279612623,0.0006397718756283588,54.707,5.4840596665606256e-05,54.704,-0.0006393978698916447
54.901,74.5,134580.0,0,0.0,0.0,55.04636000000001,55.24462666666666,0.9964111140100023,0.0029045339958351235,54.742,0.0006397718756283588,54.707,5.4840596665606256e-05
54.878,74.248,135689.0,0,0.0,0.0,55.0326,55.229960000000005,0.9964265771693479,-0.0004189359028069495,54.901,0.0029045339958351235,54.742,0.0006397718756283588
54.865,74.344,134817.0,1,0.0,0.0,55.016279999999995,55.21696,0.9963656094069647,-0.00023688909945696057,54.878,-0.0004189359028069495,54.901,0.0029045339958351235
54.926,74.356,134818.0,1,0.0,0.0,55.00176,55.19966666666667,0.9964147126492309,0.0011118199216257896,54.865,-0.00023688909945696057,54.878,-0.0004189359028069495
54.93,74.251,134393.0,0,0.0,0.0,54.990559999999995,55.17597333333334,0.9966396001351311,7.282525579865862e-05,54.926,0.0011118199216257896,54.865,-0.00023688909945696057
54.872,74.175,134320.0,0,0.0,0.0,54.97496,55.151106666666664,0.9968061082122741,-0.0010558893136719538,54.93,7.282525579865862e-05,54.926,0.0011118199216257896
54.826,74.1,133642.0,0,0.0,0.0,54.95716,55.128906666666666,0.9968846349936682,-0.0008383146231228933,54.872,-0.0010558893136719538,54.93,7.282525579865862e-05
54.802,74.242,130909.0,1,0.0,0.0,54.937200000000004,55.10682666666666,0.996921857473436,-0.0004377485134789971,54.826,-0.0008383146231228933,54.872,-0.0010558893136719538
54.853,74.488,128783.0,0,0.0,0.0,54.923,55.08654666666666,0.9970310960377259,0.0009306229699646007,54.802,-0.0004377485134789971,54.826,-0.0008383146231228933
54.74,74.435,128659.0,1,0.0,0.0,54.89848,55.06677333333333,0.9969438315857985,-0.0020600514101325462,54.853,0.0009306229699646007,54.802,-0.0004377485134789971
54.759,74.263,130036.0,0,0.0,0.0,54.87184,55.047599999999996,0.9968071269228813,0.00034709535988297624,54.74,-0.0020600514101325462,54.853,0.0009306229699646007
54.72,74.315,130198.0,1,0.0,0.0,54.851000000000006,55.03265333333334,0.9966991718129042,-0.0007122116912288146,54.759,0.00034709535988297624,54.74,-0.0020600514101325462
54.805,74.242,132056.0,0,0.0,0.0,54.839,55.02136,0.9966856508090676,0.0015533625730994594,54.72,-0.0007122116912288146,54.759,0.00034709535988297624
54.686,74.17,132515.0,0,0.0,0.0,54.82156,55.01044,0.9965664699282535,-0.0021713347322324106,54.805,0.0015533625730994594,54.72,-0.0007122116912288146
54.579,74.375,132772.0,1,0.0,0.0,54.8036,55.002359999999996,0.9963863368771814,-0.0019566250960025844,54.686,-0.0021713347322324106,54.805,0.0015533625730994594
54.582,74.29,132768.0,0,0.0,0.0,54.787,54.993373333333345,0.9962473054329211,5.4966195789596384e-05,54.579,-0.0019566250960025844,54.686,-0.0021713347322324106
54.492,74.38,132349.0,1,0.0,0.0,54.76624000000001,54.984026666666665,0.9960390920805609,-0.0016488952401891854,54.582,5.4966195789596384e-05,54.579,-0.0019566250960025844
54.563,74.352,132389.0,1,0.0,0.0,54.750280000000004,54.97452,0.995921019410447,0.001302943551346969,54.492,-0.0016488952401891854,54.582,5.4966195789596384e-05
54.637,74.135,133786.0,1,0.0,0.0,54.74008,54.96445333333333,0.9959178465403338,0.0013562304125505076,54.563,0.001302943551346969,54.492,-0.0016488952401891854
54.723,74.136,133631.0,1,0.0,0.0,54.74576,54.95622666666667,0.9961702853446753,0.0015740249281621654,54.637,0.0013562304125505076,54.563,0.001302943551346969
54.771,74.12,132656.0,0,0.0,0.0,54.75208000000001,54.95157333333333,0.9963696520184562,0.0008771448933722059,54.723,0.0015740249281621654,54.637,0.0013562304125505076
54.727,74.155,132874.0,0,0.0,0.0,54.751599999999996,54.94677333333333,0.9964479564223121,-0.000803344835770825,54.771,0.0008771448933722059,54.723,0.0015740249281621654
54.56,73.475,133480.0,0,0.0,0.0,54.74584000000001,54.94105333333333,0.9964468585604113,-0.00305151022347272,54.727,-0.000803344835770825,54.771,0.0008771448933722059
54.46,73.299,132621.0,0,0.0,0.0,54.73596,54.93513333333333,0.9963743906449667,-0.001832844574780057,54.56,-0.00305151022347272,54.727,-0.000803344835770825
54.228,72.951,132225.0,1,0.0,0.0,54.7154,54.92578666666667,0.9961696194185901,-0.004260007344840222,54.46,-0.001832844574780057,54.56,-0.00305151022347272
54.276,72.995,132381.0,1,0.0,0.0,54.6904,54.918066666666675,0.9958544304181621,0.0008851515822085876,54.228,-0.004260007344840222,54.46,-0.001832844574780057
54.371,73.006,132029.0,1,0.0,0.0,54.670120000000004,54.91185333333333,0.9955977932147742,0.0017503132139435884,54.276,0.0008851515822085876,54.228,-0.004260007344840222
54.383,72.997,133349.0,1,0.0,0.0,54.650839999999995,54.90822666666667,0.9953124207010144,0.00022070589100797733,54.371,0.0017503132139435884,54.276,0.0008851515822085876
54.422,73.078,133212.0,1,0.0,0.0,54.630680000000005,54.9028,0.9950436043334767,0.0007171358696651531,54.383,0.00022070589100797733,54.371,0.0017503132139435884
54.57,73.442,131748.0,1,0.0,0.0,54.61628,54.89858666666667,0.9948576696813568,0.0027194884421741783,54.422,0.0007171358696651531,54.383,0.00022070589100797733
54.81,73.796,131928.0,0,0.0,0.0,54.6138,54.89772,0.9948282005154312,0.0043980208905993745,54.57,0.0027194884421741783,54.422,0.0007171358696651531
54.702,73.546,131894.0,1,0.0,0.0,54.60884,54.89512,0.99478496449229,-0.0019704433497537144,54.81,0.0043980208905993745,54.57,0.0027194884421741783
54.79,73.524,131399.0,1,0.0,0.0,54.608360000000005,54.89605333333333,0.9947593075300618,0.0016087163175020347,54.702,-0.0019704433497537144,54.81,0.0043980208905993745
54.806,73.565,131907.0,0,0.0,0.0,54.606480000000005,54.89530666666667,0.9947385908886442,0.00029202409198747503,54.79,0.0016087163175020347,54.702,-0.0019704433497537144
54.788,73.647,132866.0,0,0.0,0.0,54.6084,54.89146666666666,0.9948431571634695,-0.00032843119366499085,54.806,0.00029202409198747503,54.79,0.0016087163175020347
54.757,73.445,131670.0,0,0.0,0.0,54.60831999999999,54.8862,0.994937160889258,-0.0005658173322624638,54.788,-0.00032843119366499085,54.806,0.00029202409198747503
54.666,73.575,128931.0,0,0.0,0.0,54.60616,54.88174666666667,0.9949785368833013,-0.0016618879777927642,54.757,-0.0005658173322624638,54.788,-0.00032843119366499085
54.576,73.645,129142.0,0,0.0,0.0,54.59700000000001,54.87608,0.9949143597720538,-0.00164636154099429,54.666,-0.0016618879777927642,54.757,-0.0005658173322624638
54.448,73.653,129903.0,1,0.0,0.0,54.58748,54.86883999999999,0.9948721350770311,-0.0023453532688361145,54.576,-0.00164636154099429,54.666,-0.0016618879777927642
54.521,73.745,130799.0,0,0.0,0.0,54.585159999999995,54.861093333333336,0.9949703274840553,0.001340728768733479,54.448,-0.0023453532688361145,54.576,-0.00164636154099429
54.501,73.825,130448.0,1,0.0,0.0,54.58192,54.853053333333335,0.9950570967912086,-0.00036683112928970196,54.521,0.001340728768733479,54.448,-0.0023453532688361145
54.691,73.81,128596.0,0,0.0,0.0,54.589879999999994,54.84636,0.995323664141066,0.003486174565604294,54.501,-0.00036683112928970196,54.521,0.001340728768733479
54.523,73.821,129157.0,1,0.0,0.0,54.588280000000005,54.83693333333333,0.9954655864538987,-0.0030718034045821296,54.691,0.003486174565604294,54.501,-0.00036683112928970196
54.528,73.825,129165.0,1,0.0,0.0,54.583920000000006,54.828520000000005,0.9955388181187456,9.170441831884979e-05,54.523,-0.0030718034045821296,54.691,0.003486174565604294
54.624,74.2,128607.0,0,0.0,0.0,54.57995999999999,54.82006666666667,0.9956200953178944,0.0017605633802817433,54.528,9.170441831884979e-05,54.523,-0.0030718034045821296
54.567,74.298,128214.0,1,0.0,0.0,54.571799999999996,54.81666666666667,0.9955329887503799,-0.0010434973637961642,54.624,0.0017605633802817433,54.528,9.170441831884979e-05
54.625,74.17,130253.0,1,0.0,0.0,54.56772,54.80866666666666,0.99560385827059,0.0010629134825077546,54.567,-0.0010434973637961642,54.624,0.0017605633802817433
54.636,74.15,130497.0,1,0.0,0.0,54.57076,54.80345333333333,0.9957540388574054,0.000201372997711724,54.625,0.0010629134825077546,54.567,-0.0010434973637961642
54.951,74.588,131891.0,0,0.0,0.0,54.59040000000001,54.79984,0.9961780910309228,0.005765429387217136,54.636,0.000201372997711724,54.625,0.0010629134825077546
54.918,74.565,131154.0,1,0.0,0.0,54.618,54.79538666666667,0.9967627445035518,-0.0006005350221106598,54.951,0.005765429387217136,54.636,0.000201372997711724
55.01,74.778,131745.0,1,0.0,0.0,54.64736,54.79470666666667,0.9973109324671993,0.0016752248807312409,54.918,-0.0006005350221106598,54.951,0.005765429387217136
55.061,74.825,131280.0,1,0.0,0.0,54.67496,54.79256,0.9978537232062162,0.0009271041628795551,55.01,0.0016752248807312409,54.918,-0.0006005350221106598
55.409,75.131,131911.0,1,0.0,0.0,54.716,54.79437333333334,0.998569682823881,0.006320262981057256,55.061,0.0009271041628795551,55.01,0.0016752248807312409
55.617,75.403,132176.0,0,0.0,0.0,54.7638,54.798746666666666,0.9993622725191282,0.0037539027955746374,55.409,0.006320262981057256,55.061,0.0009271041628795551
55.597,75.488,132778.0,1,0.0,0.0,54.804880000000004,54.80390666666666,1.000017760291055,-0.00035960227987841265,55.617,0.0037539027955746374,55.409,0.006320262981057256
55.681,75.306,134966.0,0,0.0,0.0,54.83972,54.809493333333336,1.0005514859712867,0.001510872888824899,55.597,-0.00035960227987841265,55.617,0.0037539027955746374
55.599,74.995,134599.0,1,0.0,0.0,54.87559999999999,54.81386666666667,1.0011262356970496,-0.0014726747005262553,55.681,0.001510872888824899,55.597,-0.00035960227987841265
55.631,75.03,132567.0,1,0.0,0.0,54.90924,54.818266666666666,1.0016595441422202,0.0005755499199626701,55.599,-0.0014726747005262553,55.681,0.001510872888824899
55.709,75.21,132650.0,1,0.0,0.0,54.94536,54.82494666666667,1.0021963237659937,0.001402095953694893,55.631,0.0005755499199626701,55.599,-0.0014726747005262553
55.829,75.12,132842.0,0,0.0,0.0,54.986999999999995,54.83129333333333,1.0028397409070782,0.0021540505124844067,55.709,0.001402095953694893,55.631,0.0005755499199626701
55.66,74.81,133246.0,0,0.0,0.0,55.02312,54.83442666666667,1.0034411471917155,-0.003027100610793698,55.829,0.0021540505124844067,55.709,0.001402095953694893
55.537,74.889,133439.0,1,0.0,0.0,55.057959999999994,54.838373333333344,1.0040042520103925,-0.0022098454904778686,55.66,-0.003027100610793698,55.829,0.0021540505124844067
55.625,74.999,134426.0,1,0.0,0.0,55.09991999999999,54.845306666666666,1.0046423905491273,0.001584529232763865,55.537,-0.0022098454904778686,55.66,-0.003027100610793698
55.684,75.022,135570.0,0,0.0,0.0,55.149359999999994,54.8528,1.0054064696788494,0.0010606741573033762,55.625,0.001584529232763865,55.537,-0.0022098454904778686
55.567,74.942,134323.0,1,0.0,0.0,55.1912,54.859986666666664,1.0060374300735035,-0.0021011421593275514,55.684,0.0010606741573033762,55.625,0.001584529232763865
55.665,75.069,134849.0,0,0.0,0.0,55.23776000000001,54.868893333333325,1.0067226919344954,0.0017636366908415635,55.567,-0.0021011421593275514,55.684,0.0010606741573033762
55.609,74.788,134474.0,0,0.0,0.0,55.274480000000004,54.87686666666666,1.0072455545931318,-0.001006018144255716,55.665,0.0017636366908415635,55.567,-0.0021011421593275514
55.522,74.935,133560.0,0,0.0,0.0,55.31444,54.88433333333333,1.0078366018232283,-0.0015644949558525356,55.609,-0.001006018144255716,55.665,0.0017636366908415635
55.485,74.837,134174.0,0,0.0,0.0,55.35272,54.892239999999994,1.0083887995826004,-0.0006664025071142499,55.522,-0.0015644949558525356,55.609,-0.001006018144255716
55.355,74.695,133493.0,0,0.0,0.0,55.38196,54.90256,1.0087318332697055,-0.002342975578985329,55.485,-0.0006664025071142499,55.522,-0.0015644949558525356
55.224,74.452,131689.0,0,0.0,0.0,55.408240000000006,54.91070666666666,1.0090607709049093,-0.002366543221027917,55.355,-0.002342975578985329,55.485,-0.0006664025071142499
55.148,74.548,133483.0,0,0.0,0.0,55.42916,54.916160000000005,1.0093415125893725,-0.0013762132406198724,55.224,-0.002366543221027917,55.355,-0.002342975578985329
54.915,74.191,134826.0,0,0.0,0.0,55.44031999999999,54.918973333333334,1.0094930155285737,-0.004224994560092954,55.148,-0.0013762132406198724,55.224,-0.002366543221027917
54.829,73.921,134764.0,1,0.0,0.0,55.43544,54.9206,1.0093742602957725,-0.0015660566329782633,54.915,-0.004224994560092954,55.148,-0.0013762132406198724
55.055,74.175,135827.0,0,0.0,0.0,55.44092,54.924773333333334,1.0093973381289025,0.004121906290466715,54.829,-0.0015660566329782633,54.915,-0.004224994560092954
54.975,74.415,137539.0,0,0.0,0.0,55.43952,54.92576,1.0093537167259954,-0.0014530923621832725,55.055,0.004121906290466715,54.829,-0.0015660566329782633
54.847,74.312,138315.0,1,0.0,0.0,55.430960000000006,54.92534666666666,1.0092054645808943,-0.0023283310595725304,54.975,-0.0014530923621832725,55.055,0.004121906290466715
54.946,74.347,138577.0,1,0.0,0.0,55.41244,54.926426666666664,1.0088484425954525,0.0018050212409064237,54.847,-0.0023283310595725304,54.975,-0.0014530923621832725
54.954,74.404,138500.0,0,0.0,0.0,55.38592,54.9268,1.0083587611147928,0.00014559749572318204,54.946,0.0018050212409064237,54.847,-0.0023283310595725304
54.857,74.457,137743.0,0,0.0,0.0,55.356320000000004,54.925826666666666,1.0078377215138865,-0.0017651126396622807,54.954,0.00014559749572318204,54.946,0.0018050212409064237
54.748,74.255,138602.0,0,0.0,0.0,55.318999999999996,54.924173333333336,1.0071885773185965,-0.0019869843411051136,54.857,-0.0017651126396622807,54.954,0.00014559749572318204
54.674,74.165,137826.0,0,0.0,0.0,55.282,54.92214666666667,1.0065520624224205,-0.0013516475487688195,54.748,-0.0019869843411051136,54.857,-0.0017651126396622807
54.588,74.35,137149.0,0,0.0,0.0,55.240280000000006,54.919293333333336,1.0058446976860833,-0.0015729597249148908,54.674,-0.0013516475487688195,54.748,-0.0019869843411051136
54.562,74.445,134282.0,0,0.0,0.0,55.194399999999995,54.91541333333333,1.005080298038972,-0.0004762951564446505,54.588,-0.0015729597249148908,54.674,-0.0013516475487688195
54.496,74.447,133125.0,1,0.0,0.0,55.14108,54.91216,1.0041688398343829,-0.0012096330779662878,54.562,-0.0004762951564446505,54.588,-0.0015729597249148908
54.524,74.622,133415.0,0,0.0,0.0,55.09564,54.90902666666666,1.0033985911727448,0.0005137991779213813,54.496,-0.0012096330779662878,54.562,-0.0004762951564446505
54.433,74.502,133194.0,1,0.0,0.0,55.05148,54.90520000000001,1.0026642285248026,-0.0016689898026557293,54.524,0.0005137991779213813,54.496,-0.0012096330779662878
54.71,75.065,134457.0,1,0.0,0.0,55.014880000000005,54.903933333333335,1.0020207416833524,0.005088824793783253,54.433,-0.0016689898026557293,54.524,0.0005137991779213813
54.797,75.05,133863.0,1,0.0,0.0,54.979400000000005,54.905413333333335,1.0013475295453564,0.0015902028879546393,54.71,0.005088824793783253,54.433,-0.0016689898026557293
